Details,Prix,N_chambre,Adresse,Superficie,Image_link-src
APPARTEMENTS F4 HAUT STANDING A MERMOZ,800000,4,Mermoz,275,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f9e7420d4af7f6b7a21e46498001b4a/-/horizon-files-prod/ed/picture/q8v4vj67/1a4902271166f408cd35b5daed1e8165521250e0.jpg
Appart cité keur Damél F3,250000,2,Yoff,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4bf39dc923b389aa34c0aa552ae7a5d/-/horizon-files-prod/ed/picture/q9m8gr97/4febb2d83fdfa75a8618eb53b9c9ba0ffce32aef.jpg
Appartement vue MER au Plateau,3000000,3,Plateau,270,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c404c40817c3f7eb08487624dbcabcb8/-/horizon-files-prod/ed/picture/q9mjj0ej/42dac6f26dea7d890cae300002d974400783b62b.jpg
Mermoz appartement neuf de type F3 à louer,500000,2,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eab62706207f3c577d777f9fcd7a68aa/-/horizon-files-prod/ed/picture/qenvrzz9/a2e9c8de335bc02d2020c7fbf81387e2b4115cdf.jpg
APPARTEMENTS F3 À LOUER AUX MAMELLES,360000,2,Mamelles,95,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2be2dcf10e3a5049b8210f990c34e97e/-/horizon-files-prod/ed/picture/qwep269d/fe93b416cf28a94433d46b3034e03c4f16b6f14d.jpg
Appartement à louer,300000,1,Liberte 1,90,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e834c9a3fb838b18e1073f9b4f0104a/-/horizon-files-prod/ed/picture/qj4qxjzz/246545f93a9d98e833646696dc56b3fe9b4f20d0.jpg
APPARTEMENT F5 AUX ALMADIES,600000,4,Almadies,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c5ab7e117383d95581fb2b0dffec602/-/horizon-files-prod/ed/picture/qrz8j8w8/6970415fd6ca5e07a9749364eb5bdd81d633d238.jpg
F4 à louer au plateau,1500000,3,Plateau,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8b7d7bf56bc59c717f31ca7d4d2cd43/-/horizon-files-prod/ed/picture/qzvprepv/9bb9635fa6ff0da1cbdcb1d0e844a86ecfac4e2f.jpg
F5 visible à sacré coeur 3,1300000,4,Sacré-cœur,285,https://i.roamcdn.net/hz/ed/listing-thumb-543w/548c713f34175546924dfcae51a5a72f/-/horizon-files-prod/ed/picture/q0g72ppj/e94b682a2b778597634491b897391a0918bb39ab.jpg
Sudios neufs  à louer à Mbao,125000,1,Mbao,35,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e9a15ae228a46832d73b045b9ad3505/-/horizon-files-prod/ed/picture/qxjpkwj8/2f049eaff082d485172c81bc5d8be44afe80a45f.jpg
STUDIO A LOUER A LA SICAP FOIRE,200000,1,Sicap foire,50,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ef99ede7679e9370246f9cfbbd1c07c/-/horizon-files-prod/ed/picture/qkr8xxkz/49fc7b4db2b249dae07ce269cb6d89f1b45b90fa.jpg
Grand appartement à louer à liberte 6,375000,3,Liberte 6,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a87fdbb443c8c3f0128550563c3d9593/-/horizon-files-prod/ed/picture/qj4qr72z/d7f091cc832798d6eea45246c25e3da57a5043a7.jpg
Appartement 2 chambres salon,225000,2,Ouest foire,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9484ba4f651d9ecdec8d6a337547916/-/horizon-files-prod/ed/picture/qgqwdjw2/de6c3d515dcfe332fad109b7467688bf44dd0636.jpg
Magnifique appartement à louer à baobab,400000,3,Sicap baobab,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1bb84041ed889d7a1a5330e95944f6fb/-/horizon-files-prod/ed/picture/qq4279jw/4d7d7675f8e8d77eb932c5de42fd2d603c6af269.jpg
Magnifique Duplex F5 à louer sur Ngor Almadies,1275000,4,Ngor,250,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc8d7cab44618b4c9ed5c53036d18f47/-/horizon-files-prod/ed/picture/qzvpzgdq/2ff1c2678a256ccb0c84bfc8e15ada3c7de37c2f.jpg
Appartement 4 chambres corniche fann résidence,3000000,4,Fann,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/722f47cf8b597933737a09406af6520d/-/horizon-files-prod/ed/picture/qngpg9rm/36d99bdb9ed0a49286b6a35b200c077610b50589.jpg
Studio spacieux à Zac Mbao,150000,1,Zac Mbao,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91d74f38315ed727fc9cc4e06f32222f/-/horizon-files-prod/ed/picture/qxjpk5k2/6965e3a5202344853f51f974ed83679ec9cf68bd.jpg
Appartement à louer à Fann résidence sur la corniche,3300000,4,Fann,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf66e0f7197f1b9e112b734f83382151/-/horizon-files-prod/ed/picture/q8v587j4/7b1e586439cb6d461af97b2ce18fe69f87bc430e.jpg
Superbe penthouse au Virage,2500000,4,Virage,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9ac1f4f7df6da3b91a6fc5594f2da11/-/horizon-files-prod/ed/picture/qgqwd2nk/cb1bb54662fe6167459a6a223833e21b279c9ee4.jpg
Appartement corniche plateau 2 chambres,2200000,2,Plateau,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6021a7196eb4b744a4dcdb018548c937/-/horizon-files-prod/ed/picture/qngpwgpz/6160b833461c79392390d6db862280b300e532b6.jpg
Appartement à louer 4 chambres point e,1600000,4,Point-e,258,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed5d01268b23d5e0c9e35c1a398705d3/-/horizon-files-prod/ed/picture/q6xd5xzv/294d0dc805c7b9b27b06b41a6922cac385731af1.jpg
Duplex à louer a Fanny résidence,2300000,4,Fann,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb798b6f84204bcc3755bc50cd3815f7/-/horizon-files-prod/ed/picture/qxjpq6kj/c0caf75e9c802ef9ba8eb7a465d5dc76b738615b.jpg
Superbe appartement à Fann mermoz,1000000,3,Fann,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/104f920b614f48d259946fb4ebbb6688/-/horizon-files-prod/ed/picture/qzvp8drn/9ee96b0a6fbf9d16d0bd092085023b2c51c37f02.jpg
Magnifique studio à louer à mermoz,275000,1,Mermoz,90,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad5628be288c4096191fc1b3281896fd/-/horizon-files-prod/ed/picture/q8v4gmpx/6c34b14ba0969edfc671a12a83e7a062a6f9c348.jpg
Appartement fourni f2,550000,1,Mamelles,110,https://i.roamcdn.net/hz/ed/listing-thumb-543w/68a3c731559ed36f5ebea2e4117ee97f/-/horizon-files-prod/ed/picture/q56dgrq6/aa806130f2c98ef726c0a6870af7cd298b5115b2.jpg
Appartement grand standing à la Cité Cheikh Amar,1000000,3,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c179690f05d06240d774147ffa1bb035/-/horizon-files-prod/ed/picture/qq425m9p/6b40465cac9ff7d49e323eddc1f647d9009356f9.jpg
Luxueux appartement haut standing vue sur mer,2100000,3,Almadies,227,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ed17350ed59b6016ca1c5b09e160817/-/horizon-files-prod/ed/picture/q9mjgkwp/fae200e349a79a756b6cfbbb64f3eb04b3ce1b56.jpg
Appartement à louer a Mermoz sotrack,875000,3,Mermoz,180,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c8d6f590ff84bb634f94abd5d602af6/-/horizon-files-prod/ed/picture/qde7n4z7/31c577ca5b2c1bac403330a3160104bb5b805ee1.jpg
Splendide appartement à louer a la Cité Assemblée,450000,2,Ouakam,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4acb7b26623ae4e53e6537b8eb237bae/-/horizon-files-prod/ed/picture/q44npmrp/34d64f9529eb7e934c5a323d7312b7ceecd5db37.jpg
Magnifique appartement à louer a Cheikh Amar,350000,1,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb02fc33ae8d175349d76c8ae630bfab/-/horizon-files-prod/ed/picture/qm5gn4v9/6c9727ab4ed23ced5d19c52cdc74d8441bfbe776.jpg
APPARTEMENTS F3 NEUFS A LOUER,325000,2,Patte d‘oie,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de425b61da58581b5ba46886ce18c8c7/-/horizon-files-prod/ed/picture/q6xd5v2g/fd7c13ba3a83bf2c161176697ff78e9ed6957398.jpg
Appartement a louer a Liberté 6,275000,3,Liberte 6,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d39c2f896c2d19c194174d0fa2de0fd/-/horizon-files-prod/ed/picture/q9mjg2kx/9c3c9db7a3f4dd1f2afbba31a4a75dd98a54d891.jpg
A louer des appartements F5 Centre-Ville avec vue sur mer,1300000,4,Plateau,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/917b7d0eb57ce4ee08ac276a930ef639/-/horizon-files-prod/ed/picture/q78wgr6e/74b07a32bc7b9ec7705a292842e1a1451a181dee.jpg
APPT3 chambres Mermoz,600000,3,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/27b1d34ac10cd7297eff614167a4aaf5/-/horizon-files-prod/ed/picture/qzvpxk5x/dd170ca56b2b4ba5d744a3df13405a219cf908bd.jpg
f3 et f2 à louer à la cité mourtada,199998,2,VDN,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0d1ca31106cbd326fa19d390d1c0c4f9/-/horizon-files-prod/ed/picture/qgqw8mz4/706143567cce75e6c7bcc77f3ca15e48a6737dcf.jpg
Appartement à louer,700000,3,Sacré-cœur,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/abda3f23661d8a4260e3bfad5ed450e6/-/horizon-files-prod/ed/picture/qv4wzv4j/62521700ec22150be7a82dc8aa85037fd1f6c80b.jpg
appartement 2 chambrres salon 1er etage ouest foire,350000,2,Ouest foire,2,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98fd3dce813d1cb7d18fd1801640179d/-/horizon-files-prod/ed/picture/q78wp62j/90f1b8ce83ada9efaebafb5120a181b632a4b458.jpg
Location Villa quartier Grand Standing THIES,700000,3,Thiès,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b90cc7a9d1b7055d1ae59e2fa90bf00/-/horizon-files-prod/ed/picture/qpdm8vg0/b0afadaad6997f20ecf571daa135c21cfbd0120b.jpg
Magnifique F3 face à la mer au Plateau,2400000,3,Plateau,140,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acc39e23f2eb7f4f7011bf3185f8b003/-/horizon-files-prod/ed/picture/qgqwm748/876b6b834ba9608d8805f8bd9da28c0800607d11.jpg
Appartement F3 tout neuf à louer à colobane,325000,2,Colobane,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/edb8438f1f4f764dc53e858f6d2b4ac7/-/horizon-files-prod/ed/picture/qpdmgxv2/fb37dad9757f87d936b1a5921097efefcda2a0c0.jpg
Appartement à Sacré coeur 1,450000,3,Sacré-cœur,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5844cc2f2ca73272f9674deb73c30713/-/horizon-files-prod/ed/picture/q8v4k7v7/4cecb62444e2ab040c453f63eebb7ee83020cc50.jpg
Appartement à la cité Djily mbaye,250000,2,Djily mbaye,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e80f66789080db4a40ee7872dd8cc74/-/horizon-files-prod/ed/picture/q44nrg4v/d8d7a82a5c5f6ee72efa9b2f551853f05a7f8a46.jpg
Appartement neuf à la cité biagui,1100000,4,Cité biagui,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/825aaab94c373d6cede70c2dfb3aed07/-/horizon-files-prod/ed/picture/qv4wgkpk/834a21e62f34df748e6817b869e846b06d0ae9ec.jpg
Appartement a louer à sotrac mermoz,800000,3,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6106db07063206f04797c91b9e4058ae/-/horizon-files-prod/ed/picture/q9mjgpgj/ce75f510c9bd176f8debac7b4b3dd1d856503d4d.jpg
Splendide appartement F2 à Cheikh Amar,400000,1,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e2c5fe8ecacc01d12b6f1a546991c48/-/horizon-files-prod/ed/picture/qq426kzz/23101a42d0525a539484f884f04d60f411c64610.jpg
Magnifique DUPLEX à louer aux almadies avec vue mer,1500000,3,Almadies,240,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4099f2336823e8139c05d554d526f013/-/horizon-files-prod/ed/picture/q444znpz/91fa8971fcd91724e009401f6bb14b6647be8f0b.jpg
Magnifique duplex à louer aux ALMADIES,2000000,4,Almadies,250,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91359f830fbe72e62b8ededd0217c844/-/horizon-files-prod/ed/picture/q44d8d7e/8559668d3d7411043e71690e115a48b97d6a321e.jpg
F3 A LOUER,175000,2,Zac Mbao,100,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b315353b7d31682701fb3385edf6d93d/-/horizon-files-prod/ed/picture/q8v4gj8n/4e04d7d6524098848f60cdae503ca8ca80667f13.jpg
Appartement neuf à louer à la zone de captage,200000,1,Zone de captage,90,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8845a1a8041741aad4298e8279f88c4/-/horizon-files-prod/ed/picture/q78wgezg/f2b4f92caac439fc4da6042027330dd744256844.jpg
Studio neuf à louer,180000,1,Zone de captage,80,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51bc02dd2801fc4811460736a117931e/-/horizon-files-prod/ed/picture/qq426pxk/1f313b9c2f6fd2e9d132a485253d568e1bcbc323.jpg
Magnifique Penthouse 340m² !!!,2850000,5,Mamelles,340,https://i.roamcdn.net/hz/ed/listing-thumb-543w/99e46dd4cf2e3346ed475dade5b95662/-/horizon-files-prod/ed/picture/qkr8p47x/da3896dcc631f90cb94e9bc8b965be0d47bdfce0.jpg
Standing Appartement F4 dans la cité Mbackiyoufaye,500000,3,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7fe620b54c56efceaff809547f4da67e/-/horizon-files-prod/ed/picture/qxjpg4j2/9bb692cbf2f1a230698d7c9a8263cc2e7b5160d5.jpg
Appartement à la cité keur damel,330000,3,Cité Damel,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7e54fbe7ab3971c4ea0f269cdae807c/-/horizon-files-prod/ed/picture/qrz852p2/43e5c1d7f8ebcbec82b25700bcb198ea0fbf191f.jpg
Appartement à louer à SIPRES MERMOZ,650000,3,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/53c41d46007b846b878423a2b7441382/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qenvp2n2/1c12c790aaef244ce81766b20ce12b11566ab56f.jpg
Appartement a la Cité Batrain,250000,2,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbfed1975aa2fe360e6787b351ff5bd4/-/horizon-files-prod/ed/picture/qq4265je/9785685d11dec13daee881c3147aee5d11caaea4.jpg
Appartement  à louer,450000,4,Ouest foire,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e551b4e411f7c41e3f84bf2076c5c19/-/horizon-files-prod/ed/picture/qkrgnrx8/aebff31a4dbe0624a8adbd9297cb7491c3c96c8c.jpg
Appartement 2 chambres salon espace familiale Mamelles,350000,3,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/31140f129ed44a4676192bd48e8e73cf/-/horizon-files-prod/ed/picture/q44n7d6v/a81e7419ef7c87c52b72b73751f65398c1d91f2b.jpg
Ref_2690_GL Appartement  à louer aux Almadies,950000,1,Almadies,70,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4cbfc8a5c94b74ffe2df3f219a35e392/-/horizon-files-prod/ed/picture/q0g7520g/74df3180bd6647efd081117f2ca25fd9527ddee6.jpg
Appartement F1 sacré cœur 3 à côté Boulangerie Jaune,150000,3,Sacré-cœur,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e537f49b080695c83c484bc5dee2669/-/horizon-files-prod/ed/picture/qkr825vv/1f4464d0ffdfdc105f758636b49b425bb6d3e850.jpg
F3 Yoff apecy,250000,2,Yoff,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a4d16abe4b271be2967c6b7f47bc61e/-/horizon-files-prod/ed/picture/qpdm2wrm/8abe86b4ef5384bbb9f6b0dca6656ecb9b150366.jpg
Grand studio à louer par mois,350000,1,Almadies,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5c65b1a74c2b494addd5a8c786d8b58/-/horizon-files-prod/ed/picture/qv4wk898/a53764fb0f616981110ccd52c1bb32b719b39ec9.jpg
Appartement et studio à DIEUPEUL sur la route principal,450000,2,Dieuppeul,178,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65e7cb85720147e49b9e83732576df36/-/horizon-files-prod/ed/picture/qxjpx6v4/d0fd7705a0acf1035f6b86ba3b50c56e1f99a5e4.jpg
Studio neuf a Mermoz,200000,1,Mermoz,100,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f69431b00e29b709842812ee1b11177/-/horizon-files-prod/ed/picture/q9mjw98v/294db0e6a2bbf930527b6e4acedb5c60b570bde8.jpg
Appartement neuf Mermoz,300000,2,Mermoz,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c58c781896a0f764d7c0886dc16d2c1/-/horizon-files-prod/ed/picture/qgqwz999/5abb92de0f80d4ac0885a7192e96c630f0a24f8f.jpg
Joli appartement F5 avec piscine,1000000,4,Ngor,180,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6428d83b06be3a43c5872d180320ac5/-/horizon-files-prod/ed/picture/qpdmgvep/59ca8178e6e245c4bf1a85ee5c6c067a3be13d5c.jpg
Appartement haut standing avec vue sur mer à sacré cœur,1139600,4,Sacré-cœur,285,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f65f8725056d6a8e0ae26db2e781454c/-/horizon-files-prod/ed/picture/qv4wxwwk/a51f17d3408fba07d18c16fbd3f8fa349599dc06.jpg
appartement f4 neuf au plateau,2000000,3,Plateau,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/58c35a570c132e7d77266c5724b08bd8/-/horizon-files-prod/ed/picture/qv4wxexj/a30e674afa5a17fe3083657698e5cf9f8eb2f600.jpg
Appartement  à louer aux mamelles,350000,2,Mamelles,70,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8764df2e2fc6cf2a38b3fd8a7b2b4b7/-/horizon-files-prod/ed/picture/qenq0x7k/3ef0646bae30f9a86b8cce65d2ca43e2abed5354.jpg
Appartement F4 vide à louer aux Almadies,1000000,3,Almadies,180,https://i.roamcdn.net/hz/ed/listing-thumb-543w/256911fae12bc676da6b3fb82ddd2629/-/horizon-files-prod/ed/picture/q78w955d/8716e661949c80fa31260ec2b42d31f97480e424.jpg
Ref_2690_GL Penthouse neuf à louer aux Almadies,4500000,5,Almadies,480,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1df66af4f6277b76acce920543b76050/-/horizon-files-prod/ed/picture/qde7478g/4cab0b76940cca4dbc3f8242615a50f4f492615f.jpg
Studio neuf à louer sur la Vdn,275000,1,VDN,55,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08cc4919b14f0556b02b9c78258a8a6e/-/horizon-files-prod/ed/picture/q0g75kpx/46e9f83ff6f29d44352e271f0f9269bc2a9a8704.jpg
Ref_2620_GL F4 avec terrasse de haut standing à Sacré Cœur 1,1200000,3,Sacré-cœur,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a231691edcba16bc5d5fdae01639bb4/-/horizon-files-prod/ed/picture/q9mj89vx/cbe8dbc41c72ccb6d0af561058c8d74e2ea58f4b.jpg
Grand appartement à louer à la keur gorgui,300000,2,Sicap baobab,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4bb9bcdde43a1989d4dbfc68c29604e/-/horizon-files-prod/ed/picture/q8v44w7z/fe779eba24854f14fe34c47adca34ec30e9deaee.jpg
Appartement F5 moderne corniche mamelles,3000000,5,Mamelles,334,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51a7c1be8a11cc8e895803b63ecf8c18/-/horizon-files-prod/ed/picture/q2j05k2e/8aead1e8e5f47b18a29d8bfba1455f22db896300.jpg
Appartement neuf a la sicap foire,450000,3,Sicap foire,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/88d66f6b10aa986ed8e321a4d68a883c/-/horizon-files-prod/ed/picture/qpdm2gej/22d460c67e0f2afa6218dad5c1d576b71ba33a4d.jpg
Appartement meublé à louer Almadies,700000,2,Almadies,120,https://i.roamcdn.net/hz/ed/listing-thumb-543w/43d39d5ce684b74449849653e27e6312/-/horizon-files-prod/ed/picture/q6xdzqp8/b16c7555f1d50db03bfa6ae23e19552b7756e4c0.jpg
Appartement neuf liberté 6,375000,2,Liberte 6,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b16c7a952f974b03f6d5f63963074277/-/horizon-files-prod/ed/picture/qj4qx6er/0ae63c08a8a55881f5251e7f5d178529e6411353.jpg
Somptueux F4 à louer sur Mermoz,1000000,3,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/95e1cf995baee3709ddee3c7f89711a2/-/horizon-files-prod/ed/picture/qq42g987/d9b26fe149c86414dac57d339c640e146e236751.jpg
Appartement à louer,275000,2,Zone de captage,100,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfda832df7aa4aadbb3cbd509c8e4522/-/horizon-files-prod/ed/picture/qngpw68m/8c8aaee0d0746c838e1425c62432ea4efbb19cfc.jpg
Mamelles appartement à louer,900000,3,Mamelles,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bed21533d38b29fc89605181dfc8325f/-/horizon-files-prod/ed/picture/qv4w9xgw/da5f13c176bf322cb896ab01e5b0d9dbdec735c9.jpg
Appartement à louer a fann résidence,1600000,3,Fann,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45009011f0a344374826d21e17c01185/-/horizon-files-prod/ed/picture/qenv2p76/436253ddc73190b6675e3b1793df408127dba893.jpg
Bel Apartement Quartier Résidentiel Nord Foire,260000,2,Nord foire,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/556bedea18deb4eaa2416f9cc6ab5848/-/horizon-files-prod/ed/picture/qde74d68/57036b15afe1c5b9fa11abe5b86736e9f43ce117.jpg
Appartement à louer,325000,1,Fann Hock,12,https://i.roamcdn.net/hz/ed/listing-thumb-543w/491206edbdf6a7e4203761a8e34d4eef/-/horizon-files-prod/ed/picture/q0g759n8/fe8ecc1bb0fe33e49d927eeea4b0ebbedc2a39e6.jpg
Appartement à louer à Mermoz sotrack,800000,3,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51c3817ebb315041f88a928ccc4c2881/-/horizon-files-prod/ed/picture/qm5gdjq2/e2f924b8fdc4be1602fa82aa05dd175732763153.jpg
Appartement meublé à louer Almadie,600000,2,Almadies,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6410d64a77e4aa3a4da462b34dcc841/-/horizon-files-prod/ed/picture/q56dvgqe/35ad8140f65c00bca0b5cf2b3ca0d8abc5b556d0.jpg
Studio à  LOUER à la citee cices,1,1,Sicap foire,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0dfae07aeff083d14797f2c42cd3e480/-/horizon-files-prod/ed/picture/qwepjw86/9fc89a0a2580231e5334ba014b199edfe9753157.jpg
Deux chambres à louer par mois,500000,2,Mermoz,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/07886bc4a606309d941f9955622d0485/-/horizon-files-prod/ed/picture/qde70gj4/1a6333d3da2777adab7d64f0bc4cb2c9fa4182b1.jpg
3 chambres salon à louer aux Almadies,1500000,3,Almadies,250,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90af1db7843eee3c6ddc41f3192a4377/-/horizon-files-prod/ed/picture/qde702mg/900095807bc12c93de3c5b6cb3c6bb4687d28e9e.jpg
A LOUER UN APPT DE 03 CH SALON,500000,3,Sicap Sacré-cœur,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7ff206416f16c78ff1064188f7698e2/-/horizon-files-prod/ed/picture/q6xdzz9j/c8491e7fc010f1fee310c36ee72ff9ef2e0283fb.jpg
Appartement à louer,600000,2,Mermoz,12,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0005fd345a9e4b4c523163a1b6222656/-/horizon-files-prod/ed/picture/q6xdzmxp/0bdc64b6136f10ed7e182183b8079eb653205e00.jpg
Appartement f3 a louer à Sicap baobab,450000,2,Sicap baobab,120,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7d63c42c23e96d5ae99372cd1dae421/-/horizon-files-prod/ed/picture/qzvpe6d9/4251a1026aecdb31e4c8bb1c6e2928400ad9cf64.jpg
Bel appartement à louer à Ngor,800000,2,Ngor,120,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d5f8e5a84e6f19c656a65b3a62a81a/-/horizon-files-prod/ed/picture/qenqmd9x/1bcd2a8d636976d23fcf0517097705b34a5ba994.jpg
Ref_2711_GL À louer : Appartements  F5 au cœur de Dakar,1300000,4,Plateau,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b623a8b2c45c63d78a311596988ae20/-/horizon-files-prod/ed/picture/qwepj8w0/d6db50c4a29bc235c224e334757ddfa0a8eb31ca.jpg
Appartement à Fann résidence F6 à louer,3500000,5,Fann,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca46c596322280ff88f71dd712d01c0f/-/horizon-files-prod/ed/picture/q9mjjmn7/f7d089641d0063c1e8839bb902a12b4fa9116202.jpg
Luxueux appartement F4 en centre ville,2000000,3,Plateau,180,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad1e3724261730dd1ccaf659dd3ec167/-/horizon-files-prod/ed/picture/q6xdzmwz/30cd02c76077f0e95972ab505fa1ec94f44a4593.jpg
Magnifiques appartements rénovés à louer cité keur guorgui,550000,3,Cité keur gorgui,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8426b4a1952b259a367867c3c7742959/-/horizon-files-prod/ed/picture/qzvp8jgq/25492bb8b1ea254a218fd07bb5bfaf530d717696.jpg
Appartement f3 à louer aux mamelles,550000,2,Mamelles,105,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ee86f06068486c3ca16399eb8e66c5f/-/horizon-files-prod/ed/picture/q78w09zd/62191b57da944a65f929203c74ca3cabceeb5081.jpg
Appartement F4 avec vue/mer à Ngor almadies,1500000,3,Almadies,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f7011511a28d1610a9c0040c5dccbba/-/horizon-files-prod/ed/picture/qq470wqp/c100622db0a217e836f6f115bac1d187e8e4e106.jpg
Appartement f3 neuf à louer à Sicap foire,400000,2,Sicap foire,110,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c019a34e845f406d64d37d69c727d5e1/-/horizon-files-prod/ed/picture/q44nre8p/17d98b16d4919b4274e6a9251ebde93ca49a0378.jpg
Studio meublé haut standing aux Almadies,850000,3,Almadies,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c77565552c2ba12ba10b4f728efe979/-/horizon-files-prod/ed/picture/q6xdq6x8/81aa305fcfb151672ce7d2798b10a3ea6fbf1b98.jpg
Des plateaux de bureaux à louer à Medina avenue Malick Sy,2000000,3,Médina,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2f6a27d41de6f7ad2562c4d13b6f50f/-/horizon-files-prod/ed/picture/qwe267zj/4ab1a8e16294f085e0796b613394fea945373a71.jpg
